Category,Title
Ecology,The Ecology and Conservation of the Heath Fritillary Butterfly  Mellicta athalia. I. Host Selection and Phenology
Ecology,Integrating variation in bacterial‐fungal co‐occurrence network with soil carbon dynamics
Ecology,Introduction to Forest Genetics.
Ecology,An Automatic Multichannel Thermocouple Psychrometer Based on an Operational Amplifier
Ecology,Biological Studies of the English Lakes.
Ecology,Predictive Modelling in Biological Control: The Mango Mealy Bug (Rastrococcus invadens) and Its Parasitoids
Ecology,Perspectives of Biophysical Ecology.
Ecology,Man and the Mediterranean Forest: A History of Resource Depletion.
Ecology,Environmental Stress and Behavioural Adaptation.
Ecology,Quality of cavity microclimate as a factor influencing selection of maternity roosts by a tree‐dwelling bat  <i>Chalinolobus tuberculatus</i>  in New Zealand
Ecology,Biotic Interactions in Recent and Fossil Benthic Communities.
Ecology,Humid Tropical Environments.
Ecology,Ecology and Land Use in Upland Scotland.
Ecology,Introduction to Ecological Biochemistry.
Ecology,Physiological Limitations and the Genetic Improvement of Symbiotic Nitrogen Fixation.
Ecology,Proceedings of the International Conference of Heavy Metals in the Environment  Toronto  October 1975. Vol I .
Ecology,Sulfur in the Environment. Part I: The Atmospheric Cycle.
Ecology,Vegetation History. Handbook of Vegetation Science. Vol. 7.
Ecology,An Introduction to Agricultural Systems.
Ecology,The Value of Pulverized Refuse Fines (PRF) as a Substitute for Topsoil in Land Reclamation. II. Lysimeter Studies
Ecology,The Nuclear Winter: The Cold and the Dark.
Ecology,The Effects of Phosphamidon on Birds in New Brunswick Forests
Ecology,Frontiers of Population Ecology.
Ecology,Caribou Habitat Mapping in the Southern District of Keewatin  N.W.T.: An Application of Digital Landsat Data
Ecology,An Investigation of the Coconut-Growing Potential of Christmas Island.
Ecology,Rotifer Symposium V.
Ecology,Advances in Ecological Research. Volume 13.
Ecology,Applied Environmental Geochemistry.
Ecology,Care of Nestlings by Wild Female Starlings Exposed to an Organophosphate Pesticide
Ecology,Plant Population Structure and Aphid Parasitism: Changes in Barley Monocultures and Mixtures
Ecology,Molecular Genetic Ecology.
Ecology,Tanzania&amp;#8217;s community forests: their impact on human well-being and persistence in spite of the lack of benefit
Ecology,Integrating Research Tools to Support the Management of Social-Ecological Systems Under Climate Change
Ecology,Wildfire and Spatial Patterns in Forests in Northwestern Mexico: The United States Wishes It Had Similar Fire Problems
Ecology,Design considerations for community-based stream monitoring to detect changes in Pacific salmon habitats
Ecology,The emergence of social licence necessitates reforms in environmental regulation
Ecology,Resilience assessment: a useful approach to navigate urban sustainability challenges
Ecology,Competing Claims on Natural Resources: What Role for Science?
Ecology,Locust Control in Transition: The Loss and Reinvention of Collective Action in Post-Soviet Kazakhstan
Ecology,Application of Structured Decision Making to an Assessment of Climate Change Vulnerabilities and Adaptation Options for Sustainable Forest Management
Ecology,Resilience in social-ecological systems: identifying stable and unstable equilibria with agent-based models
Ecology,Community perceptions of collaborative processes for managing freshwater resources
Ecology,Organics  trust  and credibility: a management and media research perspective
Ecology,Altered Ecological Flows Blur Boundaries in Urbanizing Watersheds
Ecology,The Role of Education on Disaster Preparedness: Case Study of 2012 Indian Ocean Earthquakes on Thailand's Andaman Coast
Ecology,The Interplay of Well-being and Resilience in Applying a Social-Ecological Perspective
Ecology,African community-based conservation: a systematic review of social and ecological outcomes
Ecology,Building ties: social capital network analysis of a forest community in a biosphere reserve in Chiapas  Mexico
Ecology,Institutions and the resilience of biobased production systems: the historical case of livestock intensification in the Netherlands
Ecology,Integrating Ecology and Society to Navigate Turbulence
Ecology,An Indicator Framework for Assessing Agroecosystem Resilience
Ecology,Resource use peak dates distract from real planetary limits
Ecology,Securing a Future: Cree Hunters' Resistance and Flexibility to Environmental Changes  Wemindji  James Bay
Ecology,Spatial Fit  from Panacea to Practice: Implementing the EU Water Framework Directive
Ecology,Impacts of the 2010 Droughts and Floods on Community Welfare in Rural Thailand: Differential Effects of Village Educational Attainment
Ecology,Individual- and community-level impacts of volunteer environmental monitoring: a synthesis of peer-reviewed literature
Ecology,Natural Length Scales of Ecological Systems: Applications at Community and Ecosystem Levels
Ecology,Social-ecological Resilience of a Nuosu Community-linked Watershed  Southwest Sichuan  China
Ecology,Land cover and socioeconomic factors explain avian diversity in a tropical megacity
Ecology,Social-ecological resilience in remote mountain communities: toward a novel framework for an interdisciplinary investigation
Ecology,Panarchy: Discontinuities Reveal Similarities in the Dynamic System Structure of Ecological and Social Systems
Ecology,Adaptation finance archetypes:  local governments&amp;#8217; persistent challenges of funding adaptation to climate change and ways to overcome them
Ecology,Collective action in the area-wide management of an invasive plant disease
Ecology,Evolution of Forest Systems: the Role of Biogeochemical Cycles in Determining Sustainable Forestry Practices
Ecology,Wind power distribution across subalpine  boreal  and temperate landscapes
Ecology,Using Expert Judgment and Stakeholder Values to Evaluate Adaptive Management Options
Ecology,Assessing the sustainability and equity of Alaska salmon fisheries through a well-being framework
Ecology,The ecological success of river restoration in Newfoundland and Labrador  Canada: lessons learned
Ecology,Assessing Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons  in an Urbanized Estuary
Ecology,Archetypical opportunities for water governance adaptation to climate change
Ecology,Smallholder telecoupling and potential sustainability
Ecology,Addressing the temporal fit of institutions: the regulation of endocrine-disrupting chemicals in Europe
Ecology,U.S. wildfire governance as social-ecological problem
Ecology,Restoring ecosystem health to improve human health and well-being: physicians and restoration ecologists unite in a common cause
Ecology,What factors enable social-ecological transformative potential? The role of learning practices  empowerment  and networking
Ecology,The Cross-scale Interplay between Social and Biophysical Context and the Vulnerability of Irrigation-dependent Societies: Archaeology's Long-term Perspective
Ecology,Codesigning a resilient food system
Ecology,The State of the System and Steps Toward Resilience of Disturbance-dependent Oak Forests
Ecology,Urban Ethnohydrology: Cultural Knowledge of Water Quality and Water Management in a Desert City
Ecology,Comanagement at the Fringes: Examining Stakeholder Perspectives at Macassar Dunes  Cape Town  South Africa--at the Intersection of High Biodiversity  Urban Poverty  and Inequality
Ecology,Applying the Concept of Fit to Water Governance Reforms in South Africa
Ecology,Urban resilience thinking in practice: ensuring flows of benefit from green and blue infrastructure
Ecology,Mapping mental barriers that prevent the use of neighborhood green spaces
Ecology,Examining the adaptability of collaborative governance associated with publicly managed ecosystems over time: insights from the Front Range Roundtable  Colorado  USA
Ecology,Understanding stakeholder perceptions of environmental justice: a study of tourism in the Erhai Lake basin  Yunnan province  China
Ecology,A demographic model to support customary management of a culturally important waterfowl species
Ecology,Development of scenarios for land cover  population density  impervious cover  and conservation in New Hampshire  2010&amp;#8211;2100
Ecology,Managing Surprises in Complex Systems: Multidisciplinary Perspectives on Resilience
Ecology,Understanding how governance emerges in social-ecological systems: insights from archetype analysis
Ecology,Creating Agents and Landscapes for Multiagent Systems from Random Samples
Ecology,Comparing social representations of the landscape: a methodology
Ecology,The Politics of Reflexive Governance: Challenges for Designing Adaptive Management and Transition Management
Ecology,Studying the complexity of change: toward an analytical framework for understanding deliberate social-ecological transformations
Ecology,The role of knowledge and power in climate change adaptation governance: a systematic literature review
Ecology,Anpernirrentye: a Framework for Enhanced Application of Indigenous Ecological Knowledge in Natural Resource Management
Ecology,Rural local institutions and climate change adaptation in forest communities in Cameroon
Ecology,Turning points in climate change adapatation
Ecology,Integrating conflict  lobbying  and compliance to predict the sustainability of natural resource use
Ecology,The agrarian metabolism as a tool for assessing agrarian sustainability  and its application to Spanish agriculture (1960-2008)
Ecology,Coerced regimes: management challenges in the Anthropocene
Ecology,How ecosystem services and agroecology are greening French agriculture through its reterritorialization
Ecology,Using social network analysis to identify key stakeholders in agricultural biodiversity governance and related land-use decisions at regional and local level
Ecology,Trade-offs among forest value components in community forests of southwestern Amazonia
Ecology,Polis  G. A.  M. E. Power  and G. R. Huxel  editors. 2004. Food Webs at the Landscape Level. University of Chicago Press  Chicago  Illinois  USA.
Ecology,Power research in adaptive water governance and beyond: a review
Ecology,Practitioner Perceptions of Adaptive Management Implementation in the United States
Ecology,Rethinking the Risk Management Process for Genetically Engineered Crop Varieties in Small-scale  Traditionally Based Agriculture
Ecology,Spatio-temporal variation in stream water chemistry in a tropical urban watershed
Ecology,Supporting the Constructive Use of Existing Hydrological Models in Participatory Settings: a Set of &amp;#8220;Rules of the Game&amp;#8221;
Ecology,Reviewing the relationship between neoliberal societies and nature: implications of the industrialized dominant social paradigm for a sustainable future
Ecology,The &amp;#8220;social&amp;#8221; aspect of social-ecological systems: a critique of analytical frameworks and findings from a multisite study of coastal sustainability
Ecology,Synergies  Trade-offs  and Losses of Ecosystem Services in Urban Regions: an Integrated Multiscale Framework Applied to the Leipzig-Halle Region  Germany
Ecology,An expert-based reference list of variables for characterizing and monitoring social-ecological systems
Ecology,Rivers and streams in the media: a content analysis of ecosystem services
Ecology,Ecomimicry in Indigenous resource management: optimizing ecosystem services to achieve resource abundance  with examples from Hawai&amp;#699;i
Ecology,Water Management on the Island of IJsselmonde 1000 to 1953: Polycentric Governance  Adaptation  and Petrification
Ecology,Diversified Farming Systems: An Agroecological  Systems-based Alternative to Modern Industrial Agriculture
Ecology,New pathways for governing food system transformations: a pluralistic practice-based futures approach using visioning  back-casting  and serious gaming
Ecology,Promoting communication  participation  and learning with regard to organic food products: a communication theoretical approach
Ecology,How the Endangered Species Act Promotes Unintelligent  Misplaced Tinkering
Ecology,People prefer arable fields and flower strips with continuous soil cover and diversified vegetation
Ecology,Social-Ecological Scale Mismatches and the Collapse of the Sea Urchin Fishery in Maine  USA
Ecology,Who benefits from seafood trade? A comparison of social and market structures in small-scale fisheries
Ecology,Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India
Ecology,An appraisal of adaptive management planning and implementation in ecological restoration: case studies from the San Francisco Bay Delta  USA
Ecology,Restoring Riverine Landscapes: The Challenge of Identifying Priorities  Reference States  and Techniques
Ecology,The chronology of overfishing in a remote West-African coastal ecosystem
Ecology,Private development-based forest conservation in Patagonia: comparing mental models and revealing cultural truths
Ecology,Not just another variable: untangling the spatialities of power in social&amp;#8211;ecological systems
Ecology,Returning ecological wealth to nonhuman species through design: the case for ecosystemas
Ecology,Resilience to climate change in a cross-scale tourism governance context: a combined quantitative-qualitative network analysis
Ecology,Science Explicitly for Nonscientists
Ecology,Of Models and Meanings: Cultural Resilience in Social&amp;#8211;Ecological Systems
Ecology,The Trade-off Between Housing Density and Sprawl Area: Minimizing Impacts to Carabid Beetles (Coleoptera: Carabidae)
Ecology,Opportunities and obstacles to socioecosystem-based environmental policy in Mexico: expert opinion at the science-policy interface
Ecology,Transfer of Knowledge on Agroforestry Management Practices:  the Structure of Farmer Advice Networks
Ecology,Strong historical and ongoing indigenous marine governance in the northeast Pacific Ocean: a case study of the Kitasoo/Xai&amp;#8217;xais First Nation
Ecology,Using Q-methodology to bridge different understandings on community forest management: lessons from the Peruvian Amazon
Ecology,Ecological and Social Dimensions of Ecosystem Restoration in the Nordic Countries
Ecology,The unique role of municipalities in integrated watershed governance arrangements: a new research frontier
Ecology,Can Logging in Equatorial Africa Affect Adjacent Parks?
Ecology,The Cost of Restoration as a Way of Defining Resilience: a Viability Approach Applied to a Model of Lake Eutrophication
Ecology,Ecosystem size predicts social-ecological dynamics
Ecology,Governance of Aquatic Agricultural Systems: Analyzing Representation  Power  and Accountability
Ecology,Does Integrated Water Resources Management Support Institutional Change? The Case of Water Policy Reform in Israel
Ecology,Climate-induced community relocations: using integrated social-ecological assessments to foster adaptation and resilience
Ecology,Mismatch Between Scales of Knowledge in Nepalese Forestry: Epistemology  Power  and Policy Implications
Ecology,Unseen sentinels: local monitoring and control in conservation&amp;#8217;s blind spots
Ecology,Simulating wildlife habitat dynamics over the next century to help inform best management strategies for biodiversity in the Lake Tahoe Basin  California
Ecology,Hybrid Knowledge: Place  Practice  and Knowing in a Volunteer Ecological Restoration Project
Ecology,A multilevel evolutionary framework for sustainability analysis
Ecology,Restorative diets: a methodological exploration comparing historical and contemporary salmon harvest rates
Ecology,Ecosystem service trade-offs and synergies misunderstood without landscape history
Ecology,Sustainable Product Indexing: Navigating the Challenge of Ecolabeling
Ecology,Urban Systems during Disasters: Factors for Resilience
Ecology,Assessment of Ostrom&amp;#8217;s social-ecological system framework for the comanagement of small-scale marine fisheries in Colombia: from local fishers&amp;#8217; perspectives
Ecology,Using machine learning to uncover synergies between forest restoration and livelihood support in the Himalayas
Ecology,Envisioning desirable futures in small-scale fisheries: a transdisciplinary arts-based co-creation process
Ecology,Observing the observers: uncovering the role of values in research assessments of organic food systems
Ecology,The Importance of Social Learning in Restoring the Multifunctionality of Rivers and Floodplains
Ecology,Actor network analysis to leverage improvements in conservation and development outcomes in Cambodia
Ecology,Linking equity  power  and stakeholders&amp;#8217; roles in relation to ecosystem services
Ecology,Systemic resilience: principles and processes for a science of change in contexts of adversity
Ecology,Translatability of water governance experiments across settings and scales
Ecology,The role of capital in drought adaptation among rural communities in Eswatini
Ecology,Understanding human resilience in the context of interconnected health and social systems: Whose understanding matters most?
Ecology,Exploring intrinsic  instrumental  and relational values for sustainable management of social-ecological systems
Ecology,Strategic spatial planning in emerging land-use frontiers: evidence from Mozambique
Ecology,Exploring institutional adaptive capacity in practice: examining water governance adaptation in Australia
Ecology,Jatropha cultivation in Malawi and Mozambique: impact on ecosystem services  local human well-being  and poverty alleviation
Ecology,How Effective is the Buffer Zone? Linking Institutional Processes with Satellite Images from a Case Study in the Lore Lindu Forest Biosphere Reserve  Indonesia
Ecology,Global synthesis reveals that ecosystem degradation poses the primary threat to the world's medicinal animals
Ecology,Social fields and natural systems: integrating knowledge about society and nature
Ecology,Sustainability through institutional failure and decline? Archetypes of productive pathways
Ecology,Assessing Ecological Risks at the Landscape Scale: Opportunities and Technical Limitations
Ecology,An Ecological View of the History of the City of Cape Town
Ecology,Corruption risks  management practices  and performance in water service delivery in Kenya and Ghana: an agent-based model
Ecology,The Use of Impact Assessment Tools to Support Sustainable Policy Objectives in Europe
Ecology,Hydraulic engineering in the social-ecological delta: understanding the interplay between social  ecological  and technological systems in the Dutch delta by means of &amp;#8220;delta trajectories.&amp;#8221;
Ecology,Effects of Roads and Traffic on Wildlife Populations and Landscape Function: Road Ecology is Moving toward Larger Scales
Ecology,Can Resilience be Reconciled with Globalization and the Increasingly Complex Conditions of Resource Degradation in Asian Coastal Regions?
Ecology,A cultural landscape approach to community-based conservation in Solomon Islands
Ecology,Elasticity in ecosystem services: exploring the variable relationship between ecosystems and human well-being
Ecology,Total Historical Land-Use Change in Eastern Bolivia: Who  Where  When  and How Much?
Ecology,Is the Jury Still Out? Toward Greater Insight in Policy Learning in Participatory Decision Processes&amp;#8212;the Case of Dutch Citizens' Juries on Water Management in the Rhine Basin
Ecology,How social and ecological characteristics shape transaction costs in polycentric wildfire governance: insights from the Sequoia-Kings Canyon Ecosystem  California  USA
Ecology,Analyzing the Concept of Planetary Boundaries from a Strategic Sustainability Perspective: How Does Humanity Avoid Tipping the Planet?
Ecology,Relevance of a Particularly Sensitive Sea Area to the Bering Strait Region: a Policy Analysis Using Resilience-Based Governance Principles
Ecology,Analyzing stakeholders&amp;#8217; workshop dialogue for evidence of social learning
Ecology,The importance of ecosystem services for rural inhabitants in a changing cultural landscape in Romania
Ecology,Regional Variation in Non-Timber Forest Product Harvest Strategies  Trade  and Ecological Impacts: the Case of Black Dammar (Canarium strictum Roxb.) Use and Conservation in the Nilgiri Biosphere Reserve  India
Ecology,Sensemaking: a complexity perspective
Ecology,&amp;#8220;Letting the leaders pass&amp;#8221;: barriers to using traditional ecological knowledge in comanagement as the basis of formal hunting regulations
Ecology,Environmental flows in the Rio Grande - Rio Bravo basin
Ecology,Social benefits of restoring historical ecosystems and fisheries: alewives in Maine
Ecology,Resilience: Accounting for the Noncomputable
Ecology,Effects of Heterogeneity in Residential Preferences on an Agent-Based Model of Urban Sprawl
Ecology,Managing Waters of the Para&amp;#237;ba do Sul River Basin  Brazil: a Case Study in Institutional Change and Social Learning
Ecology,Ecology  Planning  and River Management in the United States: Some Historical Reflections
Ecology,Puntacana Ecological Foundation and the Scaling of Sustainable Tourism Development
Ecology,REDD+ for the poor or the poor for REDD+? About the limitations of environmental policies in the Amazon and the potential of achieving environmental goals through pro-poor policies
Ecology,Can sense-making tools inform adaptation policy? A practitioner&amp;#8217;s perspective
Ecology,The European Water Framework Directive: How Ecological Assumptions Frame Technical and Social Change
Ecology,Habitat Scale Mapping of Fisheries Ecosystem Service Values in Estuaries
Ecology,Threatened common property resource system and factors for resilience: lessons drawn from serege-commons in Muhur  Ethiopia
Ecology,Response to: Green Light for Nocturnally Migrating Birds
Ecology,Street trees and mental health: developing systems thinking-informed hypotheses using causal loop diagraming
Ecology,The evolution of social-ecological systems (SES) research: a co-authorship and co-citation network analysis
Ecology,Payments for ecosystem services within the hybrid governance model: evaluating policy alignment and complementarity on California rangelands
Ecology,Climate adaptation  institutional change  and sustainable livelihoods of herder communities in northern Tibet
Ecology,Reflection on the development process of a sustainability assessment tool: learning from a Flemish case
Ecology,Agents  Individuals  and Networks: Modeling Methods to Inform Natural Resource Management in Regional Landscapes
Ecology,The Local Social and Environmental Impacts of Smallholder-Based Biofuel Investments in Zambia
Ecology,Adaptive Capacity and Traps
Ecology,Native and exotic woody vegetation communities in domestic gardens in relation to social and environmental factors
Ecology,The Influence of Forums and Multilevel Governance on the Climate Adaptation Practices of Australian Organizations
Ecology,A systems thinking approach for eliciting mental models from visual boundary objects in hydropolitical contexts: a case study from the Pilcomayo River Basin
Ecology,The changing chagras: traditional ecological knowledge transformations in the Colombian Amazon
Ecology,Impacts of harvested species declines on Indigenous Peoples&amp;#8217; food sovereignty  well-being and ways of life: a case study of Anishinaabe perspectives and moose
Ecology,Looking Forward: Using Scenario Modeling to Support Regional Land Use Planning in Northern Yukon  Canada
Ecology,Joint knowledge production for climate change adaptation: what is in it for science?
Ecology,Challenges in Regulating Pesticide Mixtures
Ecology,Deforestation and local sustainable development in Brazilian Legal Amazonia: an exploratory analysis
Ecology,Small islands  valuable insights: systems of customary resource use and resilience to climate change in the Pacific
Ecology,Spatiotemporal dynamics of simulated wildfire  forest management  and forest succession in central Oregon  USA
Ecology,Visualizing stakeholders’ willingness for collective action in participatory scenario planning
Ecology,Steffen  W.  et al. 2004. Global Change and the Earth System: a Planet under Pressure. Springer-Verlag  New York  New York  USA
Ecology,Expert knowledge  collaborative concepts  and universal nature: naming the place of Indigenous knowledge within a public-sector cultural burning program
Ecology,Resilience in Transboundary Water Governance: the Okavango River Basin
Ecology,Why Shade Coffee Does Not Guarantee Biodiversity Conservation.
Ecology,Volunteer stream monitoring: Do the data quality and monitoring experience support increased community involvement in freshwater decision making?
Ecology,Environmental justice research shows the importance of social feedbacks in ecosystem service trade-offs
Ecology,The social value of biodiversity and ecosystem services from the perspectives of different social actors
Ecology,Democratizing conservation science and practice
Ecology,Multilevel processes and cultural adaptation: examples from past and present small-scale societies
Ecology,Participatory scenario planning and framing of social-ecological systems: an analysis of policy formulation processes in Rwanda and Tanzania
Ecology,Toward an integrative framework for local development path analysis
Ecology,Land abandonment  landscape  and biodiversity: questioning the restorative character of the forest transition in the Mediterranean
Ecology,Scale and ecosystem services: how do observation  management  and analysis shift with scale&amp;#8212;lessons from Qu&amp;#233;bec
Ecology,&amp;#321;egha&amp;#769;gots'enete&amp;#808; (learning together): the importance of indigenous perspectives in the identification of biological variation
Ecology,Landscapes with Araucaria in South America: evidence for a cultural dimension
Ecology,Building skills for sustainability: a role for regional research networks
Ecology,Review of factors influencing social learning within participatory environmental governance
Ecology,Exploring Social Capital in Chile's Coastal Benthic Comanagement System Using a Network Approach
Ecology,Climate change  cattle  and the challenge of sustainability in a telecoupled system in Africa
Ecology,Understanding Public Support for Indigenous Natural Resource Management in Northern Australia
Ecology,Toward more flood resilience: Is a diversification of flood risk management strategies the way forward?
Ecology,Challenges in adaptive management of riparian and coastal ecosystems
Ecology,Seeds of change: reversing the erosion of traditional agroecological knowledge through a citizen science school program in Catalonia  Spain
Ecology,Fertility Island Formation and Evolution in Dryland Ecosystems
Ecology,Comanagement of clams in Brazil: a framework to advance comparison
Ecology,Can Local Ecological Knowledge Contribute to Wildlife Management? Case Studies of Migratory Birds
Ecology,Resilience  Adaptability and Transformability in Social-ecological Systems
Ecology,Historical Regimes and Social Indicators of Resilience in an Urban System: the Case of Charleston  South Carolina
Ecology,Enacting shared responsibility in biosecurity governance: insights from adaptive governance
Ecology,A Multisector Framework for Assessing Community-Based Forest Management: Lessons from Madagascar
Ecology,A review of Indigenous knowledge and participation in environmental monitoring
Ecology,Impact of fuel costs on high-latitude subsistence activities
Ecology,Participatory processes and support tools for planning in complex dynamic environments: a case study on web-GIS based participatory water resources planning in Almeria  Spain
Ecology,Integrating Conservation and Development in the Peruvian Amazon
Ecology,Resilience to hazards: rice farmers in the Mahanadi Delta  India
Ecology,A diagnostic procedure for applying the social-ecological systems framework in diverse cases
Ecology,Operationalizing agency in livelihoods research: smallholder farming livelihoods in southwest Ethiopia
Ecology,Illusions of empowerment? Questioning policy and practice of community forestry in Kenya
Ecology,Complex Land Systems: the Need for Long Time Perspectives to Assess their Future
Ecology,National Parks and Protected Areas and the Role for Employment in Tourism and Forest Sectors: a Swedish Case
Ecology,A framework for co-production of knowledge in the context of Arctic research
Ecology,An Operational Framework for Defining and Monitoring Forest Degradation
Ecology,Building adaptive capacity in a coastal region experiencing global change
Ecology,The Capacity-Building Stewardship Model: assessment of an agricultural network as a mechanism for improving regional agroecosystem sustainability
Ecology,Shaping people-place bonds in citizen science: a framework for analysis
Ecology,From Community-Based Resource Management to Complex Systems: The Scale Issue and Marine Commons
Ecology,Doing research together:  wasdi  ( Allium tricoccum ) plants guide dynamic research collaborations in Cherokee landscapes
Ecology,Social Learning through Participatory Integrated Catchment Risk Assessment in the Solomon Islands
Ecology,History and Local Management of a Biodiversity-Rich  Urban Cultural Landscape
Ecology,Instrumental Learning and Sustainability Indicators: Outputs from Co-Construction Experiments in West African Biosphere Reserves
Ecology,Embedding ecosystem services ideas into policy processes: an institutional analysis
Ecology,Negotiating credibility and legitimacy in the shadow of an authoritative data source
Ecology,Network analysis as a tool for quantifying the dynamics of metacoupled systems: an example using global soybean trade
Ecology,Linking Ecosystem Health Indicators and Collaborative Management: a Systematic Framework to Evaluate Ecological and Social Outcomes
Ecology,Resilience Thinking and a Decision-Analytic Approach to Conservation: Strange Bedfellows or Essential Partners?
Ecology,&amp;#8220;We Like to Listen to Stories about Fish&amp;#8221;: Integrating Indigenous Ecological and Scientific Knowledge to Inform Environmental Flow Assessments
Ecology,Adaptation pathways to cope with salinization in south-west coastal region of Bangladesh
Ecology,The social nature of environmental knowledge among the nomadic Wo&amp;#0599;aa&amp;#0595;e of Niger
Ecology,Island and Indigenous systems of circularity: how Hawaiʻi can inform the development of universal circular economy policy goals
Ecology,The social structural foundations of adaptation and transformation in social&amp;#8211;ecological systems
Ecology,Epistemological Pluralism: Reorganizing Interdisciplinary Research
Ecology,Avoiding Environmental Catastrophes: Varieties of Principled Precaution
Ecology,A First Nations-led social innovation: a moose  a gold mining company  and a policy window
Ecology,Catastrophic Thresholds: A Synthesis of Concepts  Perspectives  and Applications
Ecology,Forest Clearing Dynamics and the Expansion of Landholdings in Apuí  a Deforestation Hotspot on Brazil's Transamazon Highway
Ecology,The self in the mirror: fostering researchers’ reflexivity in transdisciplinary and transformative studies at the science-policy interface
Ecology,The risk of underestimating long-term fisheries creep
