Category,Title
Oral Surgery,The effect of implant design on the height of inter‐implant bone crest ‐ a 10‐year retrospective study of the Astra tech implant and BRÅNEMARK implant
Oral Surgery,EAO‐214 / OC‐PR‐001 | Short‐implants with a cantilever restoration: A 5‐year randomized‐controlled clinical‐trial
Oral Surgery,Effects of saliva contamination on osseointegration during dental implant surgery in augmented areas
Oral Surgery,EAO‐458/PO‐PIB‐012 | Efficiency of novel healing abutment cleaning protocols
Oral Surgery,Cytotoxicity analysis of PLGA+HA β TCP scaffolds incorporating simvastatin for bone regeneration
Oral Surgery,Differential Diagnose osteolytischer und ostersklerotischer Läsionen
Oral Surgery,Accuracy assessment of 3D‐printed tooth replicas
Oral Surgery,Implant placement simultaneously sinus augmentation using crestal approach in atrophic maxilla
Oral Surgery,Accuracy of computer‐guided implant surgery in partially edentulous patients by using 3Shape software planning program
Oral Surgery,Short plateau implants in posterior maxilla – prediction of bone turnover
Oral Surgery,Interdental papilla reconstruction using injectable hyaluronic acid (HYADENT BG) – a six month prospective clinical study
Oral Surgery,Prosthetics of dental implants‐ surface roughness and <i>P. gingivalis</i> growth in vitro
Oral Surgery,Sinus bone graft and simultaneous vertical ridge augmentation – retrospective clinical study
Oral Surgery,The future is here! CAD/CAM digital workflow in orthodontics: from planning to manufacturing predicted optimal smile
Oral Surgery,Histologic and histomorphometric study of particulate allografts mixed with platelet concentrates
Oral Surgery,Marginal and internal fit of metallic and zirconia copings depending on manufacturing methods.
Oral Surgery,Chemical treatment of machined titanium surfaces. An <i>in vitro</i> study.
Oral Surgery,A retrospective study on the aesthetic outcomes of anterior implant‐supported single crowns
Oral Surgery,4 mm bone level implants in the treatment of single tooth‐premolar sites – a case series
Oral Surgery,Lip adhesion treatment with modified CLARKS vestibuloplasty and dental implants
Oral Surgery,Clinical application of dynamic navigation for dental implantation in bone augmented sites
Oral Surgery,<i>In‐vitro</i> evaluation of the tolerance of surgical instruments in templates for computer‐assisted guided implantology produced by 3‐<scp>D</scp> printing
Oral Surgery,The influence of wound closure on graft stability‐ a comparison of different bone grafting techniques for the treatment of one‐wall horizontal bone defects
Oral Surgery,By‐pass of the inferior alveolar nerve with the aid of dynamic computer surgery
Oral Surgery,Morphological characterization of the internal structures of the implants used CT‐Micro – nomenclature proposal
Oral Surgery,Examination of the influence of a reverse tapered body shift on the mechanical performance of dental implants in extraction sockets
Oral Surgery,A comparative stress analysis of angulated versus straight implants for tilted placement
Oral Surgery,Intraoral photograph reproducibility for pink &amp; white tissue assessment – is it worth the hassle?
Oral Surgery,Pulsed electromagnetic fields increase osteogenetic commitment of MSCs via the mTOR pathway – an in‐vitro study
Oral Surgery,Periodontitis and compliance: how much can the patient contribute to long‐term success?
Oral Surgery,Prospect of short plateau implants in atrophic posterior maxilla‐ biomechanical study
Oral Surgery,Mandibular two‐implant overdentures with CAD‐CAM milled bars with distal extensions or retentive anchors: A randomized controlled trial
Oral Surgery,Mechanical complications on implant‐supported full‐arch restorations and impact on quality of life
Oral Surgery,Osseointegration effects of local release of strontium ranelate from implant surfaces in rats
Oral Surgery,A new technique for the cementation of implant supported‐fixed restorations
Oral Surgery,Implant placement after horizontal ridge augmentation with combination Tent pole technique and injectable platelet‐rich fibrin – a case report
Oral Surgery,Accuracy of CAD CAM manufacturing techniques on marginal and internal fit of 5‐unit implant‐supported Co‐Cr frameworks
Oral Surgery,Impact of augmented bone quality on success of Bicon short implants – FE study
Oral Surgery,Sinus augmentation with platelet rich fibrin in combination with allograft – preliminary results
Oral Surgery,New solutions for bone regeneration – autologous tooth dentin graft: an histological study in humans
Oral Surgery,Lateral sinus floor elevation and simultaneous implants placement in one surgical step
Oral Surgery,Implantological solutions after complex augmentation procedures. What does really work?
Oral Surgery,Fgf 2 levels in crevicular fluid of patients underwent supportive therapy
Oral Surgery,Clinical use of digital implant surgical guide and short implants in mandibular edentulous jaw with insufficient bone mass in the posterior areas – a case report
Oral Surgery,EAO‐184/PO‐SU‐023 | Augmentation stability of GBR in peri‐implant dehiscence defects with L‐ and I‐shaped block bone
Oral Surgery,Clinical study of nongrafted sinus lift using titanium plate and screw for a single tooth defect‐ Consideration for cases combined with UV‐photofunctionalization
Oral Surgery,Use of astra implant system for immediate implantation as primary mandibular reconstruction by double‐barrel fibula flap aided by virtual surgical planning – a clinical case series
Oral Surgery,Implant Therapy Outcomes  Prosthetic Aspects
Oral Surgery,Heparin‐sensitive molecule regulates osteoblast adhesion and proliferation on zirconia surface
Oral Surgery,Zirconia bars supporting mandibular implant‐overdentures. Short‐term outcome of a prospective study
Oral Surgery,Trueness and scan time for complete‐arch digital intraoral implant impression techniques and scanbodies
Oral Surgery,EAO‐423 / OC‐CI‐006 | Safety and effectiveness of the N1 concept system: real‐world data with 1‐year follow‐up
Oral Surgery,Ridge augmentation and maxillary sinus grafting with a biphasic calcium phosphate: histologic and histomorphometric observations
Oral Surgery,Time intensity of the smoker patient associated with peri‐implant bone loss  control +5 year
Oral Surgery,EAO‐345/PO‐BR‐012 | Resorption behavior and evaluation of synthetic resorbable membrane for Guided Bone Regeneration
Oral Surgery,In vivo and in vitro evaluation of carbonate apatite in canine peri‐implant model
Oral Surgery,Multi‐level early volumetric changes at immediate implant sites – a retrospective case‐control study
Oral Surgery,EAO‐349 / OC‐SU‐006 | Effects of A‐PRF and CGF on palatal wound healing after autogenous soft tissue graft harvest
Oral Surgery,Wettability of the intraorally contaminated titanium discs cleaning with different decontamination methods
Oral Surgery,Association between implant abutment microgap and implant circularity to bacterial leakage – an in vitro study using tapered connection implants
Oral Surgery,Surface characterization of the nano‐HA film coated on titanium by a new method
Oral Surgery,EAO‐503/PO‐SU‐011 | Bone gain  density and quality after vertical ridge augmentation: Preliminary results of RCT
Oral Surgery,Horizontal ridge augmentation using GBR with a native collagen membrane and 1–1 ratio of particulated xenograft and autologous bone – a 3‐year prospective clinical study
Oral Surgery,Zygomatic implants vs conventional implants in augmented atrophic maxillae‐ 1‐year RCT results
Oral Surgery,Antibacterial and anti‐biofilm evaluation of bioactive glasses embedding organic and inorganic compounds to enhance peri‐implant bone repair – a systematic review
Oral Surgery,List of Participants
Oral Surgery,One abutment‐one time approach to maximize peri‐implant tissue expression in the aesthetic area
Oral Surgery,Resins for stereolithographic 3D printing – the impact on L929 cells and human oral fibroblasts
Oral Surgery,Visible light‐induced antimicrobial activity of N‐doped TiO2 on Ti substrates
Oral Surgery,One abutment  one time
Oral Surgery,The influence of implants platforms contamination during insertion upon bone loss during healing period
Oral Surgery,Effect of vitamin D on osteogenic differentiation of hPDLSCs under inflammatory conditions
Oral Surgery,Immediate implants with a novel transgingival design – A 1‐year single‐cohort prospective study
Oral Surgery,Risk of neurological damage when placing implants in the pterygomaxillary area: a CBCT study
Oral Surgery,The conometric concept‐ immediate definitive full arch rehabilitation of the edentulous maxilla supported by cone‐in‐cone abutments and guided implants‐ a preliminary report
Oral Surgery,Crestal versus subcrestal short plateau implant placement‐ pro et contra
Oral Surgery,Mesenchymal stem cells and hyaluronic acid for bone grafting
Oral Surgery,The effect of sticky bone on implant stability in ridge splitting and simultaneously implantation
Oral Surgery,A comparison of the horizontal dimension of the ridge contours around the tooth and implant
Oral Surgery,Clinical evaluation of a prefabricated full‐arch framework on three implants in the mandible
Oral Surgery,EAO‐407 / OC‐BR‐005 | Impact of the radiographic field of view on the accuracy of virtual implant planning
Oral Surgery,Root repair after injury from mini‐screw
Oral Surgery,Retrieval of a dental implant displaced into the maxillary sinus – a case report
Oral Surgery,An in vitro evaluation of the strength of an internal conical interface compared to a butt joint interface in implant design
Oral Surgery,EAO‐464 / OC‐SU‐004 | The stability of 3D reconstructed bone in aesthetic area: a 10‐years study
Oral Surgery,Radiographic evaluation of conical tapered platform‐switched implants in the posterior mandible: 1‐year results of a two‐center prospective study
Oral Surgery,Aesthetic evaluation of implants in intact and compromised sockets‐1‐year clinical prospective study
Oral Surgery,In vitro evaluation of reverse torque of three cement for internal use (microgap) in implants.
Oral Surgery,Analysis of the structure of the mandibular bone around mental foramen using MDCT images
Oral Surgery,Miniaturized electromagnetic device abutment improves stability of the dental implants‐ a case series study
Oral Surgery,Monolithic versus Bi‐layer screw‐retained implant‐supported single crowns before and after fatigue
Oral Surgery,Non-accidental collision followed by dental trauma: associated factors
Oral Surgery,Jens Ove Andreasen  1935‐2020 Father of Dental Traumatology
Oral Surgery,Periapical actinomycosis: report of a case and review of the literature
Oral Surgery,Comparative study of cone beam computed tomography and intraoral periapical radiographs in diagnosis of lingual‐simulated external root resorptions
Oral Surgery,Troublesome behaviour and traumatic dental injuries during adolescence
Oral Surgery,Tritiated thymidine uptake in periodontal ligament cells of dogs' teeth stored in various media for extended time periods
Oral Surgery,Effect of inferior alveolar nerve block anaesthesia on the lower teeth
Oral Surgery,Bacterial leakage in obturated root canals following the use of different intracanal medicaments
Oral Surgery,Pain management following dental trauma and surgical procedures
Oral Surgery,Gingival Recession Around Implants: A 1-Year Longitudinal Prospective Study
Oral Surgery,Comparison of the Mechanical Properties of 2 Prosthetic Mini-implants
Oral Surgery,Stage Characterization and Marginal Bone Loss Evaluation Up to 96 Months of Crestal Sinus Augmentation With Sequential Drills
Oral Surgery,Ethics and the Three Faces of Statistics
Oral Surgery,Esthetic Grafting for Small Volume Hard and Soft Tissue Contour Defects for Implant Site Development
Oral Surgery,Concentrate Growth Factors Regulate Osteogenic Dysfunction of MC3T3-E1 Cells Induced by High Glucose Through PI3K/Akt Signaling Pathway
Oral Surgery,Evaluation of the Osteoinductive Effect of PDGF-BB Associated With Different Carriers in Bone Regeneration in Bone Surgical Defects in Rats
Oral Surgery,Immediate Dental Implant Placement in Sockets Augmented With HTR Synthetic Bone
Oral Surgery,Oral and Maxillofacial Surgery Partnership in the Dental Team Approach to Implant Education
Oral Surgery,Implantology 2000: One Implant Per Lost Root
Oral Surgery,Osseointegration of Titanium Implants With Different Rough Surfaces
Oral Surgery,Clinical Removable Partial Prosthodontics
Oral Surgery,Comprehensive Treatment and Rehabilitation of Patients With Osteosarcoma of the Mandible
Oral Surgery,Surgical Treatment of Implants Affected by Periimplantitis After 15 Years of Loading
Oral Surgery,THE ABUTMENT TRANSFER DRIVER
Oral Surgery,Mini-Implants to Reconstruct Missing Teeth in Severe Ridge Deficiency and Small Interdental Space: A 5-Year Case Series
Oral Surgery,The Influence of Bone Density on the Osseointegration of Dental Implants Prior to and at Second-Stage Surgery
Oral Surgery,Effect of Simplifying Drilling Technique on Heat Generation During Osteotomy Preparation for Dental Implant
Oral Surgery,Vertical Dimension of Occlusion in Implant Dentistry: Significance and Approach
Oral Surgery,Radiological Evaluation of the Dimensions of Lower Molar Alveoli
Oral Surgery,Three-Year Clinical and Radiographic Implant Follow-up in Sinus-Lifted Maxilla With Lateral Window Technique
Oral Surgery,Growth and Proliferation of Human Osteoblasts on Different Bone Graft Substitutes An In Vitro Study
Oral Surgery,Evaluation of Bone Formation After Grafting With Deproteinized Bovine Bone and Mineralized Allogenic Bone
Oral Surgery,Finite Element Analyses of Two Antirotational Designs of Implant Fixtures
Oral Surgery,Correlation Between Insertion Torque and Survival Rates in Immediately Loaded Implants in the Maxilla
Oral Surgery,Evaluation of the Influence of Location of Osseointegrated Implants Associated with Mandibular Removable Partial Dentures
Oral Surgery,Impact of Hyperbaric Oxygen on the Healing of Bone Tissues Around Implants
Oral Surgery,Microtopography and Soft Tissue Architecture
Oral Surgery,Torque Ratio as a Predictable Factor on Primary Stability of Orthodontic Miniscrew Implants
Oral Surgery,Retrospective Study of Bone Grafting Procedures Before Implant Placement
Oral Surgery,Treatment Planning for Periimplant Mucositis and Periimplantitis
Oral Surgery,Osseointegrated Dental Technology
Oral Surgery,Cargo Cult Science and Meta-analysis
Oral Surgery,Fracture of Zirconia Abutments in Implant Treatments
Oral Surgery,Bridging a Dichotomy
Oral Surgery,Horizontal Alveolar Ridge Augmentation in Implant Dentistry
Oral Surgery,Soft Tissue and Esthetic Considerations in Implant Therapy
Oral Surgery,Correct Restorative and Prosthodontic Principles and Techniques for Fixed and Bar and Ball Retained Removable Prostheses With Root Form Implants
Oral Surgery,Placement of Implant After Bone Graft Using J Block Allograft
Oral Surgery,Saliva and Dental Implants
Oral Surgery,Influence of the Presence of Alveolar Mucosa at Implants
Oral Surgery,Pirates and Predators
Oral Surgery,Anterior Maxillary and Mandibular Biotype
Oral Surgery,Vector-Controlled Alveolar Distraction Osteogenesis Using an Implant-Fixed Provisional Prosthesis
Oral Surgery,The United States and Swedish experience with osseointegration and facial prostheses
Oral Surgery,Sinus Lift With Autologous Bone Alone or in Addition to Equine Bone: An Immunohistochemical Study in Man
Oral Surgery,Factors influencing retention of a CeraOne gold cylinder
Oral Surgery,CHEMOTHERAPEUTICS IN IMPLANT DENTISTRY
Oral Surgery,SEM of Retrieved Etched Screw Implant 3 Weeks After Placement: A Case Report
Oral Surgery,Root Form Implants Placed in Subantral Grafted Sites
Oral Surgery,Dental Caries and Osteoporosis
Oral Surgery,Integrity of This Journal
Oral Surgery,Palatal Mini-Implants to Increase Retention and Stability of Implant-Retained Maxillary Overdentures: A Case Report
Oral Surgery,Morphological Characteristics of Osteotomies Using Different Piezosurgical Devices. A Scanning Electron Microscopic Evaluation
Oral Surgery,Immediate and Single Tooth Implants with Frialit
Oral Surgery,Implant Stability Measurements of Two Immediate Loading Protocols for the Edentulous Mandible
Oral Surgery,The effect of systemic flurbiprofen on bone supporting dental implants
Oral Surgery,Efficacy of Vitamin D3 Supplementation on Osseointegration of Implants
Oral Surgery,Clinical Methods for Evaluating Implant Framework Fit
Oral Surgery,Long-Term Clinical and Radiographic Observation of Periimplant Tissues After Autogenous Soft Tissue Grafts
Oral Surgery,An Interdisciplinary Gap
Oral Surgery,Research With an “I”
Oral Surgery,One-step reconstruction of the severely resorbed mandible with onlay bone grafts and endosteal implants. A 5-year follow-up
Oral Surgery,Comparison of Bone Grafting Materials in Human Extraction Sockets: Clinical  Histologic  and Histomorphometric Evaluations
Oral Surgery,Combination of natural teeth and osseointegrated implants as prosthesis abutments
Oral Surgery,The Effect of Placement Depth of Platform-Switched Implants on Periimplant Cortical Bone Stress
Oral Surgery,Effect of Platelet-Rich Plasma on the Peri-implant Bone Response:
Oral Surgery,Osseointegration for elderly patients: the Toronto study
Oral Surgery,The locking taper attachment for implant abutments: use and reliability
Oral Surgery,The Relevance of Choukroun's Platelet-Rich Fibrin and Metronidazole During Complex Maxillary Rehabilitations Using Bone Allograft. Part II: Implant Surgery  Prosthodontics  and Survival
Oral Surgery,Osteoporosis and Bisphosphonate-Related Osteonecrosis in a Dental School Implant Patient Population
Oral Surgery,Comparison of 2 Crestal Sinus Floor Lift Techniques Performed on Human Cadavers
Oral Surgery,PERIOTEST VALUES OF DENTAL IMPLANTS IN THE FIRST 2 YEARS AFTER SECOND-STAGE SURGERY
Oral Surgery,Japanese Abstracts Translations
Oral Surgery,Computer Analysis of Titanium Implants in Atrophic Arch and Poor Quality Bone: A Case Report
Oral Surgery,Biting Force and Muscle Activity in Implant-Supported Single Mandibular Overdentures Opposing Fixed Maxillary Dentition
Oral Surgery,Ceramic Coatings for Dental Implants
Oral Surgery,The Influence of Crestal Bone Reduction and Augmentation on the Osseointegration of Dental Implants Prior to and at Second-Stage Surgery
Oral Surgery,Dimensional Variations in the Soft Tissue Profile After Removal of Implant-Supported Fixed Interim Restorations
Oral Surgery,Effect of 5 Popular Disinfection Methods on Microflora of Laboratory
Oral Surgery,Resonance Frequency Analysis of Tapered Implants Placed at Maxillary Posterior Sites After Lateral Sinus Augmentation
Oral Surgery,A retrospective evaluation of endosseous titanium implants in the partially edentulous patient
Oral Surgery,CT Evaluation of Morphology of Transferred Fibula for Implant Placement in Reconstructed Mandible
Oral Surgery,ID Commentary and Analysis
Oral Surgery,Peri-Implant Bone Regeneration With Calcium Sulfate: A Light and Transmission Electron Microscopy Case Report
Oral Surgery,A Prospective Multicenter Clinical Investigation of a Bone Quality-Based Dental Implant System
Oral Surgery,The Effect of CO2 Laser Irradiation on Failed Implant Surfaces
Oral Surgery,The Placing of Implant Fixtures into the Atrophic Ridge Augmented With a Synthetic Bone Graft
Oral Surgery,IMPLANT-SUPPORTED PROSTHESIS BETWEEN SEVERELY TIPPED TEETH
Oral Surgery,COMPARISON OF A STANDARD AND AN ELECTRONIC PERIODONTAL PROBE FOR MEASURING PERIMPLANT BONE HEIGHT
Oral Surgery,Soft and Hard Tissue Changes Around Laser Microtexture Single Tooth Implants—A Clinical and Radiographic Evaluation
Oral Surgery,Trephine Bone Core Sinus Elevation Graft
Oral Surgery,Biomechanical aspects of two different implant-prosthetic consepts for edentulous maxillae
Oral Surgery,Human Peri-Implant Bone Response to Turned and Oxidized Titanium Implants Inserted and Retrieved After 2 Months
Oral Surgery,A Multidisciplinary Approach to Enhance Implant Esthetics: Case Report
Oral Surgery,Alarms Are Sounded. Are We Listening?
Oral Surgery,A 10-Year Longitudinal Study of 160 Implants Simultaneously Installed in Severely Atrophic Posterior Maxillas Grafted With Autogenous Bone and a Synthetic Bioactive Resorbable Graft
Oral Surgery,Use of Guide Planes and Implant Supported Bar Overdentures
Oral Surgery,MICROSCOPY OF BONE CELLS  BONE TISSUE  AND BONE HEALING AROUND IMPLANTS
Oral Surgery,Clinical and Histologic Outcomes After the Use of a Novel Allograft for Maxillary Sinus Augmentation: A Case Series
Oral Surgery,Fabricating Radiographic Markers  Guides  Long-Term Provisional Restorations  and Final Prostheses
Oral Surgery,Comparison Between Mainly Mucosa-Supported and Combined Mucosa–Implant-Supported Mandibular Overdentures
Oral Surgery,Effect of Framework Soldering on the Deformation of Implant Abutments After Framework Seating
Oral Surgery,A Prosthodontic Graduate Student Views Oral Implantology
Oral Surgery,Bone augmentation with hydroxyapatite: histological findings in 55 cases
Oral Surgery,THE EFFECT OF SOLDERING  ELECTROWELDING  AND CAST-TO PROCEDURES ON THE ACCURACY OF FIT OF CAST IMPLANT BARS
Oral Surgery,Removal of a Fixation Screw That Was Forced Into the Postsuperior Maxillary Sinus Wall
Oral Surgery,Biomechanical concerns with fixed partial dentures involving implants
Oral Surgery,Immediate Occlusal Loading of Freestanding Implants Using Cortical Satellite Implants: Preliminary Report of a Prospective Study
Oral Surgery,A New “Platinum” Standard for Bone Grafting: Autogenous Stem Cells
Oral Surgery,Incisive Canal Deflation for Correct Implant Placement: Case Report
Oral Surgery,Osteogenic Ability According to the Decalcified Modality of Auto-Tooth Bone Grafts in Peri-Implant Defects in Dogs
Oral Surgery,Implant Recommendation as a Replacement Option After Tooth Loss for Periodontal Reasons
Oral Surgery,Effects of Osteotomy Lengths on the Temperature Rise of the Crestal Bone During Implant Site Preparation
Oral Surgery,Grafting and Dental Implantation in Patients With Jawbone Cavitation
Oral Surgery,Characterization of the Maxillary Sinus Using Cone Beam Computed Tomography. A Retrospective Radiographic Study
Oral Surgery,Early Loading of Four or Five Astra Tech Fixtures with a Fixed Cross-Arch Restoration in the Mandible
Oral Surgery,Cone Beam Computed Tomography Evaluation of the Artery in the Lateral Wall of the Maxillary Sinus
Oral Surgery,Data-Driven Practice Management
Oral Surgery,A Method of Sealing Perforated Sinus Membrane and Histologic Finding of Bone Substitutes: A Case Report
Oral Surgery,Effect of Different Abutments and Connections in Deformation Crestal Bone
Oral Surgery,A Digital Image Correlation Analysis of Strain Generated by 3-Unit Implant-Supported Fixed Dental Prosthesis
Oral Surgery,The Speed Limit
Oral Surgery,Reconstruction of Severely Resorbed Atrophic Maxillae and Management With Transitional Implants
Oral Surgery,Clinical and Microcomputed Topography Evaluation of the Concentrated Growth Factors as a Sole Material in a Cystic Bony Defect in Alveolar Bone Followed by Dental Implantation
Oral Surgery,BIOMECHANICAL CONCERNS WITH FIXED PARTIAL DENTURES INVOLVING IMPLANTS
Oral Surgery,Women in Implant Dentistry
Oral Surgery,Vertical Bone Augmentation: Where Are We Now?
Oral Surgery,Sinus Pathology and Anatomy in Relation to Complications in Lateral Window Sinus Augmentation
Oral Surgery,Dental Implant Clinical Research Group Three-Year Progress Report
Oral Surgery,Contemporary Functional and Esthetic Implant Restoration of the Partially Edentulous Patient
Oral Surgery,Mini-Lateral Windows for Minimally Invasive Maxillary Sinus Augmentation
Oral Surgery,Quantitative Kinetics Evaluation of Blocks Versus Granules of Biphasic Calcium Phosphate Scaffolds (HA/β-TCP 30/70) by Synchrotron Radiation X-ray Microtomography
Oral Surgery,Biomechanical Evaluation of an Orthodontic Miniimplant Used With Revolving (Translation and Rotation) Temporary Anchorage Device by Finite Element Analysis and Experimental Testing
Oral Surgery,Treatment of Periimplant Mucositis
Oral Surgery,No Excuses: Continuing Education
Oral Surgery,THE REPAIR OF LOCALIZED SEVERE RIDGE DEFECTS FOR IMPLANT PLACEMENT USING MANDIBULAR BONE GRAFTS
Oral Surgery,Interactive CT Diagnostics  Planning and Preparation for Dental Implants
Oral Surgery,Comparison of screw retention of nine abutment systems
Oral Surgery,Evaluation of Impression Accuracy for Implant at Various Angulations
Oral Surgery,Letter to the Editor
Oral Surgery,Effect of Location on Primary Stability and Healing of Dental Implants
Oral Surgery,Autogenous Mandibular Bone Grafts in the Treatment of the Resorbed Maxillary Anterior Alveolar Ridge
Oral Surgery,Bone Regeneration of Macropore Octacalcium Phosphate–Coated Deproteinized Bovine Bone Materials in Sinus Augmentation
Oral Surgery,The use of free gingival grafts in the treatment of peri-implant soft tissue complications
Oral Surgery,Management of an abscess around the apex of a mandibular root form implant
Oral Surgery,Angels on the Head of a Pin
Oral Surgery,Reconstruction and Implant-Supported Rehabilitation of an Iatrogenically Caused Maxillary Alveolar Defect
Oral Surgery,The Genome and The Implant
Oral Surgery,Comparative Study on Early Osseointegration of Implants According to Various Drilling Speeds in the Mandible of Dogs
Oral Surgery,Posterior Atrophic Mandible Rehabilitation With Onlay Allograft Created With CAD-CAM Procedure
Oral Surgery,In Vitro Evaluation of a Sandblasted and Acid Etched Titanium Implant
Oral Surgery,The Less Than 7-mm Edentulous Mandible
Oral Surgery,Repair of a transmandibular implant
Oral Surgery,Guidelines for Analysis and Redesign of Dental Implants
Oral Surgery,A fixed-detachable implant-supported prosthesis retained with precision attachments
Oral Surgery,Effect of Ultraviolet Irradiation of the Implant Surface on Progression of Periimplantitis—A Pilot Study in Dogs
Oral Surgery,Implant Survival Rates in a Condensed Surgical and Prosthetic Training Program for General Practitioners in Dental Implants
Oral Surgery,Evaluation of the Effects of Different Biomaterials on Bone Defects
Oral Surgery,Laser Doppler Flowmetry for Clinical Detection of Blood Flow as a Measure of Vitality in Sinus Bone Grafts
Oral Surgery,Two-Stage Crestal Sinus Elevation by Sequential Drills in Less Than 4 mm of Residual Ridge Height
Oral Surgery,COMPARISON OF SOFT TISSUE HEALING AND OSSEOINTEGRATION OF IMZ IMPLANTS PLACED IN ONE-STAGE AND TWO-STAGE TECHNIQUES
Oral Surgery,Consensus Conference Panel Report: Crown-Height Space Guidelines for Implant Dentistry—Part 2
Oral Surgery,Horseshoe Le Fort I Osteotomy of the Maxilla in Combination with Endosseous Dental Implants
Oral Surgery,Long Noncoding RNA Sponges miR-454 to Promote Osteogenic Differentiation in Maxillary Sinus Membrane Stem Cells
Oral Surgery,One-Year Clinical Outcome of Dental Implants Placed in Patients With Type 2 Diabetes Mellitus: A Case Series
Oral Surgery,Outcome-Directed Treatment Design in Implant Therapy: An Interdisciplinary Perspective
Oral Surgery,MECHANICAL TOOTH CONCEPTS IN IMPLANT DENTISTRY
Oral Surgery,Accuracy of Definitive Casts Using 4 Implant-Level Impression Techniques in a Scenario of Multi-Implant System With Different Implant Angulations and Subgingival Alignment Levels
Oral Surgery,A License to Learn
Oral Surgery,The transmandibular implant
Oral Surgery,Potential Induction of Bone Regeneration by Nacre: An In Vitro Study
Oral Surgery,Computer-Guided Surgery Utilizing a Computer-Milled Surgical Template
Oral Surgery,Implant-Retained Dental Rehabilitation in Head and Neck Cancer Patients
Oral Surgery,Effect of Microthread Design on Marginal Bone Level Around Dental Implants Placed in Fresh Extraction Sockets
Oral Surgery,Dental Management of Patients with HIV
Oral Surgery,Relationship between implant surgical experience and second-stage failures
Oral Surgery,Effects of Polishing Methods on Candida albicans Adhesion on Cast Pure Titanium Surfaces
Oral Surgery,External Hexagon and Internal Hexagon in Straight and Offset Implant Placement: Strain Gauge Analysis
Oral Surgery,EFFECT OF SURFACE TOPOGRAPHY OF TITANIUM ON SURFACE CHEMISTRY AND CELLULAR RESPONSE
Oral Surgery,Histomorphometric studies of hydroxylapatitecoated and uncoated CP titanium treated implants in bone
Oral Surgery,Varying treatment strategies for reconstruction of maxillary atrophy with implants
Oral Surgery,Simply Fine  Just as Fine and Simple!
Oral Surgery,Advanced Surgical Procedures for the Restoration of the Severely Compromised Maxilla and Mandible
Oral Surgery,Light microscopic and scanning electron microscopic analyses of dental implants retrieved from humans
Oral Surgery,The Placement and Restoration of Implants Located in Challenging Bone Sites
Oral Surgery,Effect of Fluid Contamination on Reverse Torque Values in Bone-Level Implants
Oral Surgery,One-Piece Dowel-Crown on Single Endosseous Implants
Oral Surgery,Maxillary Sinus Grafting With Biphasic Bone Ceramic or Autogenous Bone
Oral Surgery,Computerized Tomography with Functional and Esthetic Acceptance Prior to Implant Placement
Oral Surgery,Achieving a passive fit for a screw-retained implant-supported maxillary complete arch ceramometal prosthesis
Oral Surgery,UNDERGRADUATE EDUCATION IN IMPLANT DENTISTRY
Oral Surgery,Prevalence of Maxillary Sinus Pathology in Patients Considered for Sinus Augmentation Procedures for Dental Implants
Oral Surgery,A Clinical Study Evaluating Changes in the Microbial Flora Around Dental Implants During Various Stages of Implant Restoration
Oral Surgery,Effects of the Screw-Access Hole Diameter on the Biomechanical Behaviors of 4 Types of Cement-Retained Implant Prosthodontic Systems and Their Surrounding Cortical Bones
Oral Surgery,Newly Formed Bone Induced by Recombinant Human Bone Morphogenetic Protein-2
